Organisms
Nostoc azollae
Candidatus Ishikawaella
Candidatus Izimaplasma
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Kinetoplastibacterium
Candidatus Korarchaeum
Candidatus Koribacter
Candidatus Kuenenia
Candidatus Liberibacter
Candidatus Liberibacter
Candidatus Liberibacter
Candidatus Liberibacter
Candidatus Liberibacter
Candidatus Liberibacter
Candidatus Melainabacteria
Candidatus Methanomassiliicoccus
Candidatus Methanomethylophilus
Candidatus Methanoplasma
Candidatus Methylomirabilis
Candidatus Methylopumilus
Candidatus Methylopumilus
Candidatus Methylospira
Candidatus Micrarchaeota
Candidatus Midichloria
Candidatus Mikella
Candidatus Moranella
Candidatus Moranella
Candidatus Mycoplasma
Candidatus Mycoplasma
Candidatus Mycoplasma
Candidatus Nanopelagicus
Candidatus Nanopelagicus
Candidatus Nanopelagicus
Candidatus Nanopusillus
Candidatus Nasuia
Candidatus Nitrosocaldus
Candidatus Nitrosocosmicus
Candidatus Nitrosocosmicus
Candidatus Nitrosoglobus
Candidatus Nitrosomarinus
Candidatus Nitrosopelagicus
Candidatus Nitrosopumilus
Candidatus Nitrosopumilus
Candidatus Nitrosopumilus
Candidatus Nitrososphaera
Candidatus Nitrososphaera
Candidatus Nitrosotalea
Candidatus Nitrosotenuis
Candidatus Nitrospira
Candidatus Nucleicultrix
Candidatus Pantoea
Candidatus Pantoea
Candidatus Paracaedibacter
Candidatus Paracaedimonas
Candidatus Pelagibacter
Candidatus Pelagibacter
Candidatus Peribacter
Candidatus Phycorickettsia
Candidatus Phytoplasma
Candidatus Phytoplasma
Candidatus Phytoplasma
Candidatus Phytoplasma
Candidatus Planktophila
Candidatus Planktophila
Candidatus Planktophila
Candidatus Planktophila
Candidatus Planktophila
Candidatus Planktophila
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Portiera
Candidatus Profftella
Candidatus Promineofilum
Candidatus Protochlamydia
Candidatus Protochlamydia
Candidatus Pseudomonas
Candidatus Puniceispirillum
Candidatus Purcelliella
Candidatus Rhodoluna
Candidatus Rickettsiella
Candidatus Riesia
Candidatus Riesia
Candidatus Ruthia
Candidatus Saccharibacteria
Candidatus Saccharibacteria
Candidatus Saccharibacteria
Candidatus Saccharimonas
Candidatus Sodalis
Candidatus Solibacter
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulcia
Candidatus Sulfuricurvum
Candidatus Symbiobacter
Candidatus Syntrophocurvum
Candidatus Tachikawaea
Candidatus Tenderia
Candidatus Thiodictyon
Candidatus Thioglobus
Candidatus Thioglobus
Candidatus Thioglobus
Candidatus Tokpelaia
Candidatus Tremblaya
Candidatus Tremblaya
Candidatus Tremblaya
Candidatus Uzinura
Candidatus Vesicomyosocius
Candidatus Vidania
Candidatus Walczuchella
Candidatus Woesebacteria
Candidatus Wolfebacteria
Candidatus Xiphinematobacter
Candidatus Zinderia
Canis familiaris
Capnocytophaga canimorsus
Capnocytophaga cynodegmi
Capnocytophaga gingivalis
Capnocytophaga haemolytica
Capnocytophaga leadbetteri
Capnocytophaga ochracea
Capnocytophaga sp
Capnocytophaga sp
Capnocytophaga sp
Capnocytophaga sp
Capnocytophaga sp
Capnocytophaga sputigena
Capnocytophaga stomatis
Capra hircus
Caproiciproducens sp
Capsella rubella
Capsicum annuum
Carboxydocella thermautotrophica
Carboxydothermus hydrogenoformans
Cardinium endosymbiont
Cardinium endosymbiont
Cardiobacterium hominis
Carica papaya
Carnobacterium divergens
Carnobacterium inhibens
Carnobacterium maltaromaticum
Carnobacterium sp
Carnobacterium sp
Carnobacterium sp
Castellaniella defragrans
Castor canadensis
Catenovulum sp
Catenulispora acidiphila
Caulobacter flavus
Caulobacter henricii
Caulobacter mirabilis
Caulobacter segnis
Caulobacter sp
Caulobacter sp
Caulobacter vibrioides
Caulobacter vibrioides
Caulobacteraceae bacterium
Cavenderia fasciculata
Cedecea lapagei
Cedecea neteri
Cedecea neteri
Cedecea neteri
Celeribacter ethanolicus
Celeribacter indicus
Celeribacter manganoxidans
Celeribacter marinus
Cellulomonas fimi
Cellulomonas flavigena
Cellulomonas gilvus
Cellulomonas sp
Cellulomonas sp
Cellulomonas sp
Cellulophaga algicola
Cellulophaga baltica
Cellulophaga baltica
Cellulophaga lytica
Cellulophaga lytica
Cellulosilyticum lentocellum
Cellulosilyticum sp
Cellulosimicrobium cellulans
Cellulosimicrobium sp
Cellvibrio japonicus
Cellvibrio sp
Cellvibrio sp
Cellvibrio sp
Cenarchaeum symbiosum
Centruroides sculpturatus
Ceratina calcarata
Ceratosolen solmsi
Cetia pacifica
Chaetomium thermophilum
Chamaesiphon minutus
Chania multitudinisentens
Chelativorans sp
Chelatococcus daeguensis
Chelatococcus sp
Chelonia mydas
Chenopodium quinoa
Chitinophaga caeni
Chitinophaga pinensis
Chitinophaga sp
Chlamydia abortus
Chlamydia abortus
Chlamydia avium
Chlamydia caviae
Chlamydia felis
Chlamydia gallinacea
Chlamydia muridarum
Chlamydia muridarum
Chlamydia muridarum
Chlamydia muridarum
Chlamydia muridarum
Chlamydia muridarum
Chlamydia muridarum
Chlamydia pecorum
Chlamydia pecorum
Chlamydia pecorum
Chlamydia pecorum
Chlamydia pneumoniae
Chlamydia pneumoniae
Chlamydia pneumoniae
Chlamydia pneumoniae
Chlamydia pneumoniae
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia psittaci
Chlamydia sp
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydia trachomatis
Chlamydomonas reinhardtii
Chloracidobacterium thermophilum
Chlorella variabilis
Chlorobaculum limnaeum
Chlorobaculum parvum
Chlorobaculum tepidum
Chlorobium chlorochromatii
Chlorobium limicola
Chlorobium luteolum
Chlorobium phaeobacteroides
Chlorobium phaeobacteroides
Chlorobium phaeovibrioides
Chlorocebus sabaeus
Chloroflexus aggregans
Chloroflexus aurantiacus
Chloroflexus aurantiacus
Chloroherpeton thalassium
Chondrocystis sp
Chondromyces crocatus
Chondrus crispus
Christensenella minuta
Chromobacterium rhizoryzae
Chromobacterium sp
Chromobacterium sp
Chromobacterium sp
Chromobacterium sp
Chromobacterium vaccinii
Chromobacterium violaceum
Chromohalobacter salexigens
Chroococcidiopsis thermalis
Chrysemys picta
Chryseobacterium arthrosphaerae
Chryseobacterium gallinarum
Chryseobacterium glaciei
Chryseobacterium indologenes
Chryseobacterium nakagawai
Chryseobacterium piperi
Chryseobacterium shandongense
Chryseobacterium sp
Chryseobacterium sp
Chryseobacterium sp
Chryseobacterium sp
Chryseobacterium sp
Chryseobacterium taklimakanense
Chryseolinea sp
Chthonomonas calidirosea
Cicer arietinum
Cimex lectularius
Ciona intestinalis
Citricoccus sp
Citrobacter amalonaticus
Citrobacter amalonaticus
Citrobacter braakii
Citrobacter farmeri
Citrobacter freundii
Citrobacter koseri
Citrobacter pasteurii
Citrobacter portucalensis
Citrobacter rodentium
Citrobacter sp
Citrobacter sp
Citrobacter sp
Citrobacter werkmanii
Citrobacter youngae
Citromicrobium sp
Citrus clementina
Citrus sinensis
Clavibacter michiganensis
Clavibacter michiganensis
Clavibacter michiganensis
Clavibacter michiganensis
Clavibacter michiganensis
Clavispora lusitaniae
Clavispora lusitaniae
Cloacibacillus porcorum
Cloacibacterium normanense
Clostridiales bacterium
Clostridioides difficile
Clostridioides difficile
Clostridioides difficile
Clostridioides difficile
Clostridioides difficile
Clostridium aceticum
Clostridium acetobutylicum
Clostridium acetobutylicum
Clostridium acetobutylicum
Clostridium argentinense
Clostridium autoethanogenum
Clostridium baratii
Clostridium beijerinckii
Clostridium beijerinckii
Clostridium beijerinckii
Clostridium bolteae
Clostridium bornimense
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium botulinum
Clostridium butyricum
Clostridium carboxidivorans
Clostridium cellulosi
Clostridium cellulovorans
Clostridium cf
Clostridium chauvoei
Clostridium diolis
Clostridium drakei
Clostridium estertheticum
Clostridium formicaceticum
Clostridium isatidis
Clostridium kluyveri
Clostridium kluyveri
Clostridium ljungdahlii
Clostridium novyi
Clostridium pasteurianum
Clostridium pasteurianum
Clostridium pasteurianum
Clostridium perfringens
Clostridium perfringens
Clostridium perfringens
Clostridium saccharobutylicum
Clostridium saccharolyticum
Clostridium saccharoperbutylacetonicum
Clostridium scatologenes
Clostridium septicum
Clostridium sp
Clostridium sp
Clostridium sporogenes
Clostridium taeniosporum
Clostridium tetani
Clostridium tetani
Clostridium tyrobutyricum
Cnuibacter physcomitrellae
Cobetia marina
Coccidioides immitis
Coccidioides posadasii
Coccomyxa subellipsoidea
Cohnella candidum
Cohnella sp
Colletotrichum fioriniae
Collimonas arenae
Collimonas fungivorans
Collimonas pratensis
Collinsella aerofaciens
Columba livia
Colwellia beringensis
Colwellia psychrerythraea
Colwellia sp
Colwellia sp
Colwellia sp
Colwellia sp
Colwellia sp
Comamonas kerstersii
Comamonas serinivorans
Comamonas sp
Comamonas testosteroni
Comamonas thiooxydans
Commensalibacter sp
Conexibacter woesei
Confluentimicrobium sp
Coniophora puteana
Coprinopsis cinerea
Coprococcus catus
Coprococcus sp
Coprothermobacter proteolyticus
Coraliomargarita akajimensis
Corallococcus coralloides
Cordyceps militaris
Coriobacteriaceae bacterium
Coriobacterium glomerans
Corvus cornix
Corynebacterium ammoniagenes
Corynebacterium aquilae
Corynebacterium argentoratense
Corynebacterium atypicum
Corynebacterium aurimucosum
Corynebacterium callunae
Corynebacterium camporealensis
Corynebacterium casei
Corynebacterium crudilactis
Corynebacterium deserti
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium diphtheriae
Corynebacterium doosanense
Corynebacterium efficiens
Corynebacterium epidermidicanis
Corynebacterium falsenii
Corynebacterium flavescens
Corynebacterium frankenforstense
Corynebacterium glaucum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glutamicum
Corynebacterium glyciniphilum
Corynebacterium halotolerans
Corynebacterium humireducens
Corynebacterium imitans
Corynebacterium jeikeium
Corynebacterium kroppenstedtii
Corynebacterium kutscheri
Corynebacterium lactis
Corynebacterium marinum
Corynebacterium maris
Corynebacterium minutissimum
Corynebacterium mustelae
Corynebacterium pelargi
Corynebacterium phocae
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium pseudotuberculosis
Corynebacterium resistens
Corynebacterium simulans
Corynebacterium singulare
Corynebacterium sp
Corynebacterium sphenisci
Corynebacterium stationis
Corynebacterium striatum
Corynebacterium terpenotabidum
Corynebacterium testudinoris
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium ulcerans
Corynebacterium urealyticum
Corynebacterium urealyticum
Corynebacterium ureicelerivorans
Corynebacterium uterequi
Corynebacterium variabile
Corynebacterium vitaeruminis
Coturnix japonica
Coxiella burnetii
Coxiella burnetii
Coxiella burnetii
Coxiella burnetii
Coxiella burnetii
Coxiella endosymbiont
Coxiella mudrowiae
Crassaminicella sp
Crassostrea gigas
Cricetulus griseus
Crinalium epipsammum
Croceibacter atlanticus
Croceicoccus marinus
Croceicoccus naphthovorans
Crocosphaera subtropica
Crocosphaera watsonii
Cronobacter condimenti
Cronobacter dublinensis
Cronobacter malonaticus
Cronobacter malonaticus
Cronobacter muytjensii
Cronobacter sakazakii
Cronobacter sakazakii
Cronobacter sakazakii
Cronobacter sakazakii
Cronobacter turicensis
Cronobacter universalis
Cryobacterium arcticum
Cryobacterium sp
Cryptobacterium curtum
Cryptococcus gattii
Cryptococcus neoformans
Cryptococcus neoformans
Cryptosporidium hominis
Cryptosporidium parvum
Cucumis melo
Cucumis sativus
Cucurbita maxima
Cucurbita moschata
Cucurbita pepo
Culex quinquefasciatus
Cuniculiplasma divulgatum
Cupriavidus basilensis
Cupriavidus gilardii
Cupriavidus malaysiensis
Cupriavidus metallidurans
Cupriavidus necator
Cupriavidus necator
Cupriavidus necator
Cupriavidus oxalaticus
Cupriavidus pauculus
Cupriavidus pinatubonensis
Cupriavidus sp
Cupriavidus sp
Cupriavidus taiwanensis
Curtobacterium flaccumfaciens
Curtobacterium sp
Curtobacterium sp
Curtobacterium sp
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium acnes
Cutibacterium avidum
Cutibacterium granulosum
Cyanidioschyzon merolae
Cyanistes caeruleus
Cyanobacterium aponinum
Cyanobacterium endosymbiont
Cyanobacterium endosymbiont
Cyanobacterium sp
Cyanobacterium stanieri
Cyanobium gracile
Cyanobium sp
Cyanothece sp
Cyclobacterium amurskyense
Cyclobacterium marinum
Cycloclasticus sp
Cycloclasticus sp
Cycloclasticus zancles
Cylindrospermum stagnale
Cynara cardunculus
Cynoglossus semilaevis
Cyprinodon variegatus
Cyprinus carpio
Cystobacter fuscus
Cytophaga hutchinsonii
Dactylococcopsis salina
Danaus plexippus
Danio rerio
Daphnia pulex
Daucus carota
Debaryomyces hansenii
Dechloromonas aromatica
Dechloromonas sp
Deferribacter desulfuricans
Defluviimonas alba
Defluviitoga tunisiensis
Dehalobacter restrictus
Dehalobacter sp
Dehalobacter sp
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides mccartyi
Dehalococcoides sp
Dehalogenimonas formicexedens
Dehalogenimonas lykanthroporepellens
Dehalogenimonas sp
Deinococcus actinosclerus
Deinococcus deserti
Deinococcus ficus
Deinococcus geothermalis
Deinococcus gobiensis
Deinococcus irradiatisoli
Deinococcus maricopensis
Deinococcus peraridilitoris
Deinococcus proteolyticus
Deinococcus puniceus
Deinococcus radiodurans
Deinococcus soli
Deinococcus sp
Deinococcus swuensis
Deinococcus wulumuqiensis
Delftia acidovorans
Delftia sp
Delftia sp
Delftia tsuruhatensis
Delphinapterus leucas
Dendrobium catenatum
Dendroctonus ponderosae
Dendronephthya gigantea
Denitrobacterium detoxificans
Denitrovibrio acetiphilus
Dermabacter jinjuensis
Dermabacter vaginalis
Dermacoccus abyssi
Dermacoccus nishinomiyaensis
Dermatophagoides pteronyssinus
Dermatophilus congolensis
Desmodus rotundus
Desulfallas gibsoniae
Desulfarculus baarsii
Desulfatibacillum alkenivorans
Desulfitobacterium dehalogenans
Desulfitobacterium dichloroeliminans
Desulfitobacterium hafniense
Desulfitobacterium hafniense
Desulfitobacterium metallireducens
Desulfobacca acetoxidans
Desulfobacterium autotrophicum
Desulfobacula toluolica
Desulfobulbus oralis
Desulfobulbus propionicus
Desulfocapsa sulfexigens
Desulfococcus multivorans
Desulfococcus oleovorans
Desulfofarcimen acetoxidans
Desulfofundulus kuznetsovii
Desulfoglaeba alkanexedens
Desulfohalobium retbaense
Desulfomicrobium baculatum
Desulfomicrobium orale
Desulfomonile tiedjei
Desulfosarcina ovata
Desulfosarcina widdelii
Desulfosporosinus acidiphilus
Desulfosporosinus meridiei
Desulfosporosinus orientis
Desulfotalea psychrophila
Desulfotomaculum ferrireducens
Desulfotomaculum nigrificans
Desulfotomaculum reducens
Desulfotomaculum ruminis
Desulfovibrio africanus
Desulfovibrio alaskensis
Desulfovibrio desulfuricans
Desulfovibrio desulfuricans
Desulfovibrio fairfieldensis
Desulfovibrio ferrophilus
Desulfovibrio gigas
Desulfovibrio hydrothermalis
Desulfovibrio magneticus
Desulfovibrio piger
Desulfovibrio salexigens
Desulfovibrio sp
Desulfovibrio vulgaris
Desulfovibrio vulgaris
Desulfovibrio vulgaris
Desulfovibrio vulgaris
Desulfurella acetivorans
Desulfurispirillum indicum
Desulfurivibrio alkaliphilus
Desulfurobacterium thermolithotrophum
Desulfurococcus amylolyticus
Desulfurococcus amylolyticus
Desulfurococcus mucosus
Desulfuromonas soudanensis
Desulfuromonas sp
Devosia sp
Devosia sp
Devosia sp
Dialister pneumosintes
Diaphorobacter polyhydroxybutyrativorans
Dichelobacter nodosus
Dichomitus squalens
Dickeya aquatica
Dickeya chrysanthemi
Dickeya dadantii
Dickeya dianthicola
Dickeya fangzhongdai
Dickeya fangzhongdai
Dickeya paradisiaca
Dickeya solani
Dickeya sp
Dickeya zeae
Dickeya zeae
Dictyoglomus thermophilum
Dictyoglomus turgidum
Dictyostelium discoideum
Dictyostelium purpureum
Dietzia lutea
Dietzia psychralcaliphila
Dietzia sp
Dietzia sp
Dietzia timorensis
Dinoponera quadriceps
Dinoroseobacter shibae
Diuraphis noxia
Dokdonella koreensis
Dokdonia donghaensis
Dokdonia sp
Dokdonia sp
Dokdonia sp
Dolichospermum sp
Dolosigranulum pigrum
Draconibacterium orientale
Drosophila ananassae
Drosophila arizonae
Drosophila erecta
Drosophila grimshawi
Drosophila hydei
Drosophila melanogaster
Drosophila miranda
Drosophila mojavensis
Drosophila navojoa
Drosophila persimilis
Drosophila pseudoobscura
Drosophila sechellia
Drosophila serrata
Drosophila simulans
Drosophila virilis
Drosophila willistoni
Drosophila yakuba
Duncaniella sp
Durio zibethinus
Dyadobacter fermentans
Dyella japonica
Dyella jiangningensis
Dyella sp
Dyella thiooxydans
Echinicola sp
Echinicola strongylocentroti
Echinicola vietnamensis
Echinococcus granulosus
Ectothiorhodospira haloalkaliphila
Ectothiorhodospira sp
Edwardsiella anguillarum
Edwardsiella hoshinae
Edwardsiella ictaluri
Edwardsiella piscicida
Edwardsiella sp
Edwardsiella sp
Edwardsiella tarda
Edwardsiella tarda
Eggerthella lenta
Eggerthella sp
Egibacter rhizosphaerae
Egretta garzetta
Ehrlichia canis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia chaffeensis
Ehrlichia muris
Ehrlichia ruminantium
Ehrlichia ruminantium
Ehrlichia ruminantium
Ehrlichia sp
Eikenella corrodens
Eikenella exigua
Elaeis guineensis
Electrophorus electricus
Elizabethkingia anophelis
Elizabethkingia anophelis
Elizabethkingia anophelis
Elizabethkingia bruuniana
Elizabethkingia meningoseptica
Elizabethkingia miricola
Elizabethkingia sp
Elizabethkingia ursingii
Elusimicrobium minutum
Emcibacter congregatus
Emiliania huxleyi
Empedobacter brevis
Empidonax traillii
Emticicia oligotrophica
Encephalitozoon cuniculi
Encephalitozoon hellem
Encephalitozoon intestinalis
Encephalitozoon romaleae
Endomicrobium proavitum
Endosymbiont of
Endosymbiont of
Endosymbiont of
Endosymbiont of
Enhydra lutris
Ensifer adhaerens
Ensifer adhaerens
Ensifer alkalisoli
Ensifer sojae
Entamoeba dispar
Entamoeba histolytica
Entamoeba invadens
Enterobacter asburiae
Enterobacter bugandensis
Enterobacter cancerogenus
Enterobacter chengduensis
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter cloacae
Enterobacter hormaechei
Enterobacter hormaechei
Enterobacter hormaechei
Enterobacter hormaechei
Enterobacter hormaechei
Enterobacter hormaechei
Enterobacter hormaechei
Enterobacter kobei
Enterobacter lignolyticus
Enterobacter lignolyticus
Enterobacter ludwigii
Enterobacter ludwigii
Enterobacter roggenkampii
Enterobacter soli
Enterobacter sp
Enterobacter sp
Enterobacter sp
Enterobacter sp
Enterobacteriaceae bacterium
Enterobacteriaceae bacterium
Enterobacteriaceae bacterium
Enterococcus avium
Enterococcus casseliflavus
Enterococcus durans
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecium
Enterococcus faecium
Enterococcus faecium
Enterococcus faecium
Enterococcus faecium
Enterococcus gallinarum
Enterococcus gilvus
Enterococcus hirae
Enterococcus mundtii
Enterococcus silesiacus
Enterococcus thailandicus
Entomoplasma freundtii
Entomoplasma luminosum
Entomoplasma melaleucae
Entomoplasma somnilux
Epibacterium mobile
Equus asinus
Equus caballus
Equus przewalskii
Eremothecium cymbalariae
Erwinia amylovora
Erwinia amylovora
Erwinia billingiae
Erwinia gerundensis
Erwinia persicina
Erwinia pyrifoliae
Erwinia pyrifoliae
Erwinia sp
Erwinia tasmaniensis
Erysipelothrix larvae
Erysipelothrix rhusiopathiae
Erysipelothrix rhusiopathiae
Erysipelothrix sp
Erysipelotrichaceae bacterium
Erysipelotrichaceae bacterium
Erythrobacter atlanticus
Erythrobacter flavus
Erythrobacter gangjinensis
Erythrobacter litoralis
Erythrobacter litoralis
Erythrobacter sp
Erythrobacter sp
Erythrobacter sp
Escherichia albertii
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia fergusonii
Escherichia marmotae
Escherichia sp
Esox lucius
Ethanoligenens harbinense
Eubacterium eligens
Eubacterium limosum
Eubacterium maltosivorans
Eubacterium rectale
Eubacterium rectale
Eubacterium rectale
Eubacterium siraeum
Eubacterium siraeum
Eubacterium sulci
Eucalyptus grandis
Euhalothece natronophila
Eutrema salsugineum
Eutypa lata
Euzebya sp
Euzebyella marina
Exaiptasia pallida
Exiguobacterium antarcticum
Exiguobacterium sibiricum
Exiguobacterium sp
Exiguobacterium sp
Exiguobacterium sp
Fabibacter pacificus
Faecalibacterium prausnitzii
Faecalibacterium prausnitzii
Faecalibaculum rodentium
Faecalitalea cylindroides
Falco cherrug
Falco peregrinus
Fastidiosipila sanguinis
Felis catus
Fermentimonas caenicola
Ferrimonas balearica
Ferriphaselus amnicola
Ferroglobus placidus
Ferroplasma acidarmanus
Ferroplasma acidiphilum
Ferrovibrio sp
Fervidicoccus fontis
Fervidobacterium islandicum
Fervidobacterium nodosum
Fervidobacterium pennivorans
Fibrella aestuarina
Fibrella sp
Fibrobacter succinogenes
Fibrobacter succinogenes
Ficedula albicollis
Fictibacillus arsenicus
Fictibacillus phosphorivorans
Filifactor alocis
Filimonas lacunae
Fimbriimonas ginsengisoli
Finegoldia magna
Fischerella sp
Flagellimonas sp
Flammeovirga sp
Flammeovirga sp
Flammeovirgaceae bacterium
Flaviflexus salsibiostraticola
Flaviflexus sp
Flavihumibacter sp
Flavisolibacter ginsenosidimutans
Flavisolibacter tropicus
Flavivirga eckloniae
Flavobacteriaceae bacterium
Flavobacteriaceae bacterium
Flavobacteriaceae bacterium
Flavobacterium anhuiense
Flavobacterium arcticum
Flavobacterium branchiophilum
Flavobacterium columnare
Flavobacterium commune
Flavobacterium faecale
Flavobacterium gilvum
Flavobacterium indicum
Flavobacterium johnsoniae
Flavobacterium kingsejongi
Flavobacterium pallidum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavobacterium psychrophilum
Flavonifractor plautii
Flexistipes sinusarabici
